Field_Name,Description_EN,Description_FR,Values_EN,Values_FR
Response Area,Area Response Planning extent,Étendue de la planification d’intervention localisée,"Saint John (Saint John and Bay of Fundy approaches , 50 nautical miles around centroid), Port Hawkesbury (Port Hawkesbury and Canso approaches, 50 nautical miles around centroid)","Saint John (Approches de Saint John et de la baie de Fundy, 50 milles marins autour du centroïde), Port Hawkesbury (Approches de Port Hawkesbury et de Canso, 50 milles marins autour du centroïde)"
